Date,Hours,SE1
24-05-2018,09 - 10,490.62
24-05-2018,10 - 11,452.36
24-05-2018,11 - 12,451.33
24-05-2018,12 - 13,450.3
24-05-2018,13 - 14,445.98
24-05-2018,14 - 15,442.48
24-05-2018,15 - 16,430.86
24-05-2018,16 - 17,428.29
24-05-2018,17 - 18,428.91
24-05-2018,18 - 19,439.09
24-05-2018,19 - 20,452.36
24-05-2018,20 - 21,449.89
24-05-2018,21 - 22,431.68
24-05-2018,22 - 23,409.98
24-05-2018,23 - 00,361.84
25-05-2018,00 - 01,368.3
25-05-2018,01 - 02,349.87
25-05-2018,02 - 03,341.98
25-05-2018,03 - 04,328.57
25-05-2018,04 - 05,337.99
25-05-2018,05 - 06,383.35
25-05-2018,06 - 07,428.5
25-05-2018,07 - 08,485.02
25-05-2018,08 - 09,491.57
25-05-2018,09 - 10,490.96
25-05-2018,10 - 11,485.43
25-05-2018,11 - 12,458.81
25-05-2018,12 - 13,442.22
25-05-2018,13 - 14,440.79
25-05-2018,14 - 15,427.17
25-05-2018,15 - 16,414.37
25-05-2018,16 - 17,414.68
25-05-2018,17 - 18,424.51
25-05-2018,18 - 19,431.78
25-05-2018,19 - 20,428.6
25-05-2018,20 - 21,419.18
25-05-2018,21 - 22,417.96
25-05-2018,22 - 23,412.73
25-05-2018,23 - 00,398.4
26-05-2018,00 - 01,409.47
26-05-2018,01 - 02,394.37
26-05-2018,02 - 03,367.24
26-05-2018,03 - 04,356.73
26-05-2018,04 - 05,349.59
26-05-2018,05 - 06,344.9
26-05-2018,06 - 07,380.8
26-05-2018,07 - 08,404.16
26-05-2018,08 - 09,424.67
26-05-2018,09 - 10,423.04
26-05-2018,10 - 11,414.26
26-05-2018,11 - 12,408.45
26-05-2018,12 - 13,398.55
26-05-2018,13 - 14,387.43
26-05-2018,14 - 15,378.46
26-05-2018,15 - 16,375.4
26-05-2018,16 - 17,376.82
26-05-2018,17 - 18,398.66
26-05-2018,18 - 19,425.59
26-05-2018,19 - 20,431.4
26-05-2018,20 - 21,430.69
26-05-2018,21 - 22,428.34
26-05-2018,22 - 23,426.61
26-05-2018,23 - 00,399.06
27-05-2018,00 - 01,396.41
27-05-2018,01 - 02,370.68
27-05-2018,02 - 03,347.4
27-05-2018,03 - 04,337.59
27-05-2018,04 - 05,332.89
27-05-2018,05 - 06,326.87
27-05-2018,06 - 07,351.48
27-05-2018,07 - 08,372.92
27-05-2018,08 - 09,384.67
27-05-2018,09 - 10,396.82
27-05-2018,10 - 11,400.8
27-05-2018,11 - 12,398.04
27-05-2018,12 - 13,393.76
27-05-2018,13 - 14,387.42
27-05-2018,14 - 15,380.28
27-05-2018,15 - 16,384.26
27-05-2018,16 - 17,386.71
27-05-2018,17 - 18,397.33
27-05-2018,18 - 19,422.14
27-05-2018,19 - 20,431.95
27-05-2018,20 - 21,430.01
27-05-2018,21 - 22,428.68
27-05-2018,22 - 23,421.43
27-05-2018,23 - 00,384.87
28-05-2018,00 - 01,378.74
28-05-2018,01 - 02,343.72
28-05-2018,02 - 03,294.7
28-05-2018,03 - 04,288.37
28-05-2018,04 - 05,298.28
28-05-2018,05 - 06,382.42
28-05-2018,06 - 07,439.5
28-05-2018,07 - 08,457.68
28-05-2018,08 - 09,523.54
28-05-2018,09 - 10,519.87
28-05-2018,10 - 11,509.86
28-05-2018,11 - 12,493.22
28-05-2018,12 - 13,472.08
28-05-2018,13 - 14,480.04
28-05-2018,14 - 15,485.45
28-05-2018,15 - 16,498.42
28-05-2018,16 - 17,510.06
28-05-2018,17 - 18,531.1
28-05-2018,18 - 19,525.48
28-05-2018,19 - 20,544.68
28-05-2018,20 - 21,498.12
28-05-2018,21 - 22,463.09
28-05-2018,22 - 23,438.69
28-05-2018,23 - 00,395.8
29-05-2018,00 - 01,370.12
29-05-2018,01 - 02,348.83
29-05-2018,02 - 03,363.67
29-05-2018,03 - 04,360.49
29-05-2018,04 - 05,340.74
29-05-2018,05 - 06,394.58
29-05-2018,06 - 07,439
29-05-2018,07 - 08,464.9
29-05-2018,08 - 09,475.03
29-05-2018,09 - 10,471.24
29-05-2018,10 - 11,466.23
29-05-2018,11 - 12,460.39
29-05-2018,12 - 13,456.3
29-05-2018,13 - 14,449.95
29-05-2018,14 - 15,442.17
29-05-2018,15 - 16,436.75
29-05-2018,16 - 17,433.17
29-05-2018,17 - 18,446.68
29-05-2018,18 - 19,461.93
29-05-2018,19 - 20,471.86
29-05-2018,20 - 21,450.36
29-05-2018,21 - 22,443.71
29-05-2018,22 - 23,435.52
29-05-2018,23 - 00,390.69
30-05-2018,00 - 01,394.23
30-05-2018,01 - 02,374.48
30-05-2018,02 - 03,361.87
30-05-2018,03 - 04,345.32
30-05-2018,04 - 05,351.22
30-05-2018,05 - 06,403.84
30-05-2018,06 - 07,457.6
30-05-2018,07 - 08,537.01
30-05-2018,08 - 09,588.19
30-05-2018,09 - 10,549.52
30-05-2018,10 - 11,516.02
30-05-2018,11 - 12,495.96
30-05-2018,12 - 13,464.22
30-05-2018,13 - 14,464.32
30-05-2018,14 - 15,462.57
30-05-2018,15 - 16,465.05
30-05-2018,16 - 17,471.04
30-05-2018,17 - 18,503.82
30-05-2018,18 - 19,577.23
30-05-2018,19 - 20,601.83
30-05-2018,20 - 21,547.14
30-05-2018,21 - 22,511.57
30-05-2018,22 - 23,466.08
30-05-2018,23 - 00,438.68
31-05-2018,00 - 01,432.2
31-05-2018,01 - 02,407.93
31-05-2018,02 - 03,397.54
31-05-2018,03 - 04,392.4
31-05-2018,04 - 05,389.93
31-05-2018,05 - 06,404.33
31-05-2018,06 - 07,438.58
31-05-2018,07 - 08,488.77
31-05-2018,08 - 09,506.77
31-05-2018,09 - 10,471.18
31-05-2018,10 - 11,469.64
31-05-2018,11 - 12,467.48
31-05-2018,12 - 13,460.38
31-05-2018,13 - 14,461
31-05-2018,14 - 15,461.1
31-05-2018,15 - 16,453.8
31-05-2018,16 - 17,450.2
31-05-2018,17 - 18,457.5
31-05-2018,18 - 19,486.82
31-05-2018,19 - 20,510.17
31-05-2018,20 - 21,501.32
31-05-2018,21 - 22,470.67
31-05-2018,22 - 23,453.8
31-05-2018,23 - 00,424.59
1/6/2018,00 - 01,424.48
1/6/2018,01 - 02,399.42
1/6/2018,02 - 03,398.7
1/6/2018,03 - 04,394.9
1/6/2018,04 - 05,390.38
1/6/2018,05 - 06,422.94
1/6/2018,06 - 07,479.32
1/6/2018,07 - 08,485.79
1/6/2018,08 - 09,530.68
1/6/2018,09 - 10,547.52
1/6/2018,10 - 11,574.84
1/6/2018,11 - 12,556.87
1/6/2018,12 - 13,513.53
1/6/2018,13 - 14,492.27
1/6/2018,14 - 15,480.45
1/6/2018,15 - 16,477.37
1/6/2018,16 - 17,467.62
1/6/2018,17 - 18,470.59
1/6/2018,18 - 19,480.35
1/6/2018,19 - 20,482.61
1/6/2018,20 - 21,472.85
1/6/2018,21 - 22,469.16
1/6/2018,22 - 23,466.18
1/6/2018,23 - 00,451.39
2/6/2018,00 - 01,433.57
2/6/2018,01 - 02,415.68
2/6/2018,02 - 03,402.52
2/6/2018,03 - 04,395.93
2/6/2018,04 - 05,395.93
2/6/2018,05 - 06,398.81
2/6/2018,06 - 07,415.99
2/6/2018,07 - 08,433.68
2/6/2018,08 - 09,452.39
2/6/2018,09 - 10,470.08
2/6/2018,10 - 11,465.04
2/6/2018,11 - 12,463.4
2/6/2018,12 - 13,452.5
2/6/2018,13 - 14,451.47
2/6/2018,14 - 15,450.75
2/6/2018,15 - 16,443.75
2/6/2018,16 - 17,438.82
2/6/2018,17 - 18,446.63
2/6/2018,18 - 19,469.26
2/6/2018,19 - 20,476.05
2/6/2018,20 - 21,473.27
2/6/2018,21 - 22,472.76
2/6/2018,22 - 23,471.73
2/6/2018,23 - 00,434.7
3/6/2018,00 - 01,446.11
3/6/2018,01 - 02,427.6
3/6/2018,02 - 03,411.66
3/6/2018,03 - 04,404.36
3/6/2018,04 - 05,395.11
3/6/2018,05 - 06,403.54
3/6/2018,06 - 07,413.1
3/6/2018,07 - 08,425.54
3/6/2018,08 - 09,442.92
3/6/2018,09 - 10,447.96
3/6/2018,10 - 11,452.69
3/6/2018,11 - 12,451.25
3/6/2018,12 - 13,451.25
3/6/2018,13 - 14,446.83
3/6/2018,14 - 15,427.91
3/6/2018,15 - 16,421.22
3/6/2018,16 - 17,424.82
3/6/2018,17 - 18,437.78
3/6/2018,18 - 19,447.96
3/6/2018,19 - 20,457.52
3/6/2018,20 - 21,463.58
3/6/2018,21 - 22,465.43
3/6/2018,22 - 23,462.04
3/6/2018,23 - 00,418.04
4/6/2018,00 - 01,397.06
4/6/2018,01 - 02,371.46
4/6/2018,02 - 03,333.11
4/6/2018,03 - 04,323.24
4/6/2018,04 - 05,317.18
4/6/2018,05 - 06,384.62
4/6/2018,06 - 07,459.68
4/6/2018,07 - 08,467.39
4/6/2018,08 - 09,469.44
4/6/2018,09 - 10,470.58
4/6/2018,10 - 11,470.99
4/6/2018,11 - 12,468.83
4/6/2018,12 - 13,468.62
4/6/2018,13 - 14,465.74
4/6/2018,14 - 15,464.61
4/6/2018,15 - 16,463.28
4/6/2018,16 - 17,460.29
4/6/2018,17 - 18,468
4/6/2018,18 - 19,473.66
4/6/2018,19 - 20,472.84
4/6/2018,20 - 21,469.14
4/6/2018,21 - 22,466.67
4/6/2018,22 - 23,465.43
4/6/2018,23 - 00,442.82
5/6/2018,00 - 01,437.59
5/6/2018,01 - 02,420.67
5/6/2018,02 - 03,404.56
5/6/2018,03 - 04,403.64
5/6/2018,04 - 05,400.56
5/6/2018,05 - 06,427.03
5/6/2018,06 - 07,470.11
5/6/2018,07 - 08,480.16
5/6/2018,08 - 09,480.78
5/6/2018,09 - 10,481.39
5/6/2018,10 - 11,483.14
5/6/2018,11 - 12,485.6
5/6/2018,12 - 13,484.37
5/6/2018,13 - 14,479.86
5/6/2018,14 - 15,476.37
5/6/2018,15 - 16,478.83
5/6/2018,16 - 17,477.09
5/6/2018,17 - 18,481.5
5/6/2018,18 - 19,482.73
5/6/2018,19 - 20,485.39
5/6/2018,20 - 21,485.09
5/6/2018,21 - 22,483.45
5/6/2018,22 - 23,485.6
5/6/2018,23 - 00,460.88
6/6/2018,00 - 01,460.77
6/6/2018,01 - 02,431.06
6/6/2018,02 - 03,421.13
6/6/2018,03 - 04,426.25
6/6/2018,04 - 05,426.46
6/6/2018,05 - 06,456.16
6/6/2018,06 - 07,479.71
6/6/2018,07 - 08,485.86
6/6/2018,08 - 09,489.03
6/6/2018,09 - 10,491.8
6/6/2018,10 - 11,495.48
6/6/2018,11 - 12,495.48
6/6/2018,12 - 13,489.85
6/6/2018,13 - 14,482.78
6/6/2018,14 - 15,482.99
6/6/2018,15 - 16,486.57
6/6/2018,16 - 17,490.88
6/6/2018,17 - 18,492.21
6/6/2018,18 - 19,490.06
6/6/2018,19 - 20,490.57
6/6/2018,20 - 21,492.72
6/6/2018,21 - 22,493.03
6/6/2018,22 - 23,485.04
6/6/2018,23 - 00,461.07
7/6/2018,00 - 01,453.07
7/6/2018,01 - 02,429.61
7/6/2018,02 - 03,422.1
7/6/2018,03 - 04,419.22
7/6/2018,04 - 05,415.21
7/6/2018,05 - 06,445.35
7/6/2018,06 - 07,485.68
7/6/2018,07 - 08,507.08
7/6/2018,08 - 09,509.34
7/6/2018,09 - 10,506.87
7/6/2018,10 - 11,505.54
7/6/2018,11 - 12,500.29
7/6/2018,12 - 13,493.6
7/6/2018,13 - 14,491.55
7/6/2018,14 - 15,492.27
7/6/2018,15 - 16,500.29
7/6/2018,16 - 17,505.23
7/6/2018,17 - 18,504.82
7/6/2018,18 - 19,505.13
7/6/2018,19 - 20,505.02
7/6/2018,20 - 21,506.57
7/6/2018,21 - 22,508.42
7/6/2018,22 - 23,509.04
7/6/2018,23 - 00,481.67
8/6/2018,00 - 01,471.96
8/6/2018,01 - 02,445.09
8/6/2018,02 - 03,439.14
8/6/2018,03 - 04,451.04
8/6/2018,04 - 05,451.34
8/6/2018,05 - 06,474.83
8/6/2018,06 - 07,501.8
8/6/2018,07 - 08,511.24
8/6/2018,08 - 09,521.7
8/6/2018,09 - 10,524.06
8/6/2018,10 - 11,542.41
8/6/2018,11 - 12,541.39
8/6/2018,12 - 13,508.06
8/6/2018,13 - 14,508.16
8/6/2018,14 - 15,503.44
8/6/2018,15 - 16,495.55
8/6/2018,16 - 17,496.88
8/6/2018,17 - 18,505.08
8/6/2018,18 - 19,502.83
8/6/2018,19 - 20,497.9
8/6/2018,20 - 21,497.7
8/6/2018,21 - 22,497.19
8/6/2018,22 - 23,504.16
8/6/2018,23 - 00,484.88
9/6/2018,00 - 01,475.12
9/6/2018,01 - 02,451.97
9/6/2018,02 - 03,438.59
9/6/2018,03 - 04,432.22
9/6/2018,04 - 05,420.49
9/6/2018,05 - 06,431.5
9/6/2018,06 - 07,464.73
9/6/2018,07 - 08,481.09
9/6/2018,08 - 09,485.61
9/6/2018,09 - 10,490.65
9/6/2018,10 - 11,491.07
9/6/2018,11 - 12,489.83
9/6/2018,12 - 13,488.18
9/6/2018,13 - 14,487.16
9/6/2018,14 - 15,483.86
9/6/2018,15 - 16,483.55
9/6/2018,16 - 17,483.35
9/6/2018,17 - 18,485.82
9/6/2018,18 - 19,498.78
9/6/2018,19 - 20,503.72
9/6/2018,20 - 21,503.21
9/6/2018,21 - 22,494.15
9/6/2018,22 - 23,488.29
9/6/2018,23 - 00,464.73
10/6/2018,00 - 01,466.37
10/6/2018,01 - 02,450.88
10/6/2018,02 - 03,444.32
10/6/2018,03 - 04,432.83
10/6/2018,04 - 05,431.7
10/6/2018,05 - 06,440.32
10/6/2018,06 - 07,453.45
10/6/2018,07 - 08,466.78
10/6/2018,08 - 09,476.12
10/6/2018,09 - 10,481.25
10/6/2018,10 - 11,487.2
10/6/2018,11 - 12,487.3
10/6/2018,12 - 13,485.66
10/6/2018,13 - 14,482.28
10/6/2018,14 - 15,472.32
10/6/2018,15 - 16,466.48
10/6/2018,16 - 17,471.5
10/6/2018,17 - 18,481.15
10/6/2018,18 - 19,488.64
10/6/2018,19 - 20,499.1
10/6/2018,20 - 21,501.25
10/6/2018,21 - 22,499.72
10/6/2018,22 - 23,497.87
10/6/2018,23 - 00,478.58
11/6/2018,00 - 01,465.76
11/6/2018,01 - 02,438.26
11/6/2018,02 - 03,433.65
11/6/2018,03 - 04,425.13
11/6/2018,04 - 05,425.24
11/6/2018,05 - 06,451.7
11/6/2018,06 - 07,491.71
11/6/2018,07 - 08,500.54
11/6/2018,08 - 09,505.46
11/6/2018,09 - 10,500.84
11/6/2018,10 - 11,500.02
11/6/2018,11 - 12,496.84
11/6/2018,12 - 13,492.84
11/6/2018,13 - 14,489.66
11/6/2018,14 - 15,488.33
11/6/2018,15 - 16,488.94
11/6/2018,16 - 17,487.92
11/6/2018,17 - 18,494.07
11/6/2018,18 - 19,501.05
11/6/2018,19 - 20,497.97
11/6/2018,20 - 21,490.38
11/6/2018,21 - 22,488.23
11/6/2018,22 - 23,487.61
11/6/2018,23 - 00,462.27
12/6/2018,00 - 01,430.54
12/6/2018,01 - 02,415.34
12/6/2018,02 - 03,400.86
12/6/2018,03 - 04,410.21
12/6/2018,04 - 05,401.48
12/6/2018,05 - 06,430.43
12/6/2018,06 - 07,479.72
12/6/2018,07 - 08,490.19
12/6/2018,08 - 09,502.21
12/6/2018,09 - 10,505.08
12/6/2018,10 - 11,507.14
12/6/2018,11 - 12,507.96
12/6/2018,12 - 13,507.65
12/6/2018,13 - 14,505.9
12/6/2018,14 - 15,505.08
12/6/2018,15 - 16,502.82
12/6/2018,16 - 17,496.77
12/6/2018,17 - 18,508.06
12/6/2018,18 - 19,511.86
12/6/2018,19 - 20,511.76
12/6/2018,20 - 21,506.01
12/6/2018,21 - 22,502.52
12/6/2018,22 - 23,502.21
12/6/2018,23 - 00,475.1
13-06-2018,00 - 01,470.2
13-06-2018,01 - 02,448.92
13-06-2018,02 - 03,431.61
13-06-2018,03 - 04,427.34
13-06-2018,04 - 05,423.16
13-06-2018,05 - 06,470
13-06-2018,06 - 07,479.88
13-06-2018,07 - 08,522.95
13-06-2018,08 - 09,567.85
13-06-2018,09 - 10,556.75
13-06-2018,10 - 11,559.4
13-06-2018,11 - 12,560.01
13-06-2018,12 - 13,539.95
13-06-2018,13 - 14,607.15
13-06-2018,14 - 15,564.08
13-06-2018,15 - 16,533.64
13-06-2018,16 - 17,501.67
13-06-2018,17 - 18,502.48
13-06-2018,18 - 19,530.69
13-06-2018,19 - 20,535.27
13-06-2018,20 - 21,531.7
13-06-2018,21 - 22,521.62
13-06-2018,22 - 23,521.73
13-06-2018,23 - 00,477.64
14-06-2018,00 - 01,478.54
14-06-2018,01 - 02,461.22
14-06-2018,02 - 03,442.08
14-06-2018,03 - 04,435.29
14-06-2018,04 - 05,436.31
14-06-2018,05 - 06,454.74
14-06-2018,06 - 07,469.93
14-06-2018,07 - 08,496.67
14-06-2018,08 - 09,517.73
14-06-2018,09 - 10,495.25
14-06-2018,10 - 11,487.05
14-06-2018,11 - 12,481.27
14-06-2018,12 - 13,480.67
14-06-2018,13 - 14,478.54
14-06-2018,14 - 15,476.82
14-06-2018,15 - 16,473.37
14-06-2018,16 - 17,465.07
14-06-2018,17 - 18,473.47
14-06-2018,18 - 19,476.72
14-06-2018,19 - 20,478.23
14-06-2018,20 - 21,478.03
14-06-2018,21 - 22,474.99
14-06-2018,22 - 23,468.21
14-06-2018,23 - 00,417.16
15-06-2018,00 - 01,407.8
15-06-2018,01 - 02,394.46
15-06-2018,02 - 03,384.79
15-06-2018,03 - 04,374.31
15-06-2018,04 - 05,384.08
15-06-2018,05 - 06,426.73
15-06-2018,06 - 07,472.95
15-06-2018,07 - 08,475.9
15-06-2018,08 - 09,478.85
15-06-2018,09 - 10,480.07
15-06-2018,10 - 11,481.91
15-06-2018,11 - 12,481.5
15-06-2018,12 - 13,478.24
15-06-2018,13 - 14,477.22
15-06-2018,14 - 15,474.98
15-06-2018,15 - 16,469.39
15-06-2018,16 - 17,467.45
15-06-2018,17 - 18,469.79
15-06-2018,18 - 19,472.03
15-06-2018,19 - 20,471.83
15-06-2018,20 - 21,469.89
15-06-2018,21 - 22,469.18
15-06-2018,22 - 23,469.49
15-06-2018,23 - 00,463.79
16-06-2018,00 - 01,446.75
16-06-2018,01 - 02,423.66
16-06-2018,02 - 03,417.15
16-06-2018,03 - 04,414.1
16-06-2018,04 - 05,409.83
16-06-2018,05 - 06,419.9
16-06-2018,06 - 07,427.63
16-06-2018,07 - 08,444.72
16-06-2018,08 - 09,466.18
16-06-2018,09 - 10,471.98
16-06-2018,10 - 11,474.11
16-06-2018,11 - 12,470.25
16-06-2018,12 - 13,461.8
16-06-2018,13 - 14,456.41
16-06-2018,14 - 15,452.75
16-06-2018,15 - 16,452.34
16-06-2018,16 - 17,454.89
16-06-2018,17 - 18,463.13
16-06-2018,18 - 19,468.11
16-06-2018,19 - 20,476.04
16-06-2018,20 - 21,468.72
16-06-2018,21 - 22,464.45
16-06-2018,22 - 23,468.92
16-06-2018,23 - 00,450
17-06-2018,00 - 01,448.95
17-06-2018,01 - 02,430.73
17-06-2018,02 - 03,413.64
17-06-2018,03 - 04,409.55
17-06-2018,04 - 05,405.25
17-06-2018,05 - 06,405.66
17-06-2018,06 - 07,414.97
