Date,Hours,SE1
26-09-2018,10 - 11,402.38
26-09-2018,11 - 12,384.18
26-09-2018,12 - 13,362.35
26-09-2018,13 - 14,330.8
26-09-2018,14 - 15,318.8
26-09-2018,15 - 16,351.18
26-09-2018,16 - 17,374.87
26-09-2018,17 - 18,387.59
26-09-2018,18 - 19,393.07
26-09-2018,19 - 20,398.45
26-09-2018,20 - 21,392.04
26-09-2018,21 - 22,364.11
26-09-2018,22 - 23,310.32
26-09-2018,23 - 00,223.53
27-09-2018,00 - 01,193.76
27-09-2018,01 - 02,150.38
27-09-2018,02 - 03,186.59
27-09-2018,03 - 04,233.92
27-09-2018,04 - 05,181.2
27-09-2018,05 - 06,305.42
27-09-2018,06 - 07,408.16
27-09-2018,07 - 08,455.69
27-09-2018,08 - 09,455.69
27-09-2018,09 - 10,439.3
27-09-2018,10 - 11,433.07
27-09-2018,11 - 12,441.68
27-09-2018,12 - 13,429.75
27-09-2018,13 - 14,412.21
27-09-2018,14 - 15,406.09
27-09-2018,15 - 16,409.62
27-09-2018,16 - 17,410.24
27-09-2018,17 - 18,408.58
27-09-2018,18 - 19,433.07
27-09-2018,19 - 20,455.69
27-09-2018,20 - 21,443.76
27-09-2018,21 - 22,415.12
27-09-2018,22 - 23,373.6
27-09-2018,23 - 00,315.59
28-09-2018,00 - 01,338.88
28-09-2018,01 - 02,309.21
28-09-2018,02 - 03,269.51
28-09-2018,03 - 04,295.04
28-09-2018,04 - 05,298.46
28-09-2018,05 - 06,368.55
28-09-2018,06 - 07,415.58
28-09-2018,07 - 08,459.42
28-09-2018,08 - 09,470.17
28-09-2018,09 - 10,465.83
28-09-2018,10 - 11,464.28
28-09-2018,11 - 12,455.9
28-09-2018,12 - 13,434.92
28-09-2018,13 - 14,428.09
28-09-2018,14 - 15,412.17
28-09-2018,15 - 16,403.07
28-09-2018,16 - 17,397.91
28-09-2018,17 - 18,416.41
28-09-2018,18 - 19,456.21
28-09-2018,19 - 20,461.59
28-09-2018,20 - 21,461.48
28-09-2018,21 - 22,454.35
28-09-2018,22 - 23,452.49
28-09-2018,23 - 00,444.32
29-09-2018,00 - 01,441.87
29-09-2018,01 - 02,437.23
29-09-2018,02 - 03,437.44
29-09-2018,03 - 04,437.23
29-09-2018,04 - 05,437.64
29-09-2018,05 - 06,433.22
29-09-2018,06 - 07,426.11
29-09-2018,07 - 08,423.54
29-09-2018,08 - 09,430.44
29-09-2018,09 - 10,437.54
29-09-2018,10 - 11,437.85
29-09-2018,11 - 12,417.56
29-09-2018,12 - 13,377.2
29-09-2018,13 - 14,338.17
29-09-2018,14 - 15,280.71
29-09-2018,15 - 16,343.52
29-09-2018,16 - 17,367.52
29-09-2018,17 - 18,406.24
29-09-2018,18 - 19,420.76
29-09-2018,19 - 20,422.82
29-09-2018,20 - 21,412.62
29-09-2018,21 - 22,385.23
29-09-2018,22 - 23,299.66
29-09-2018,23 - 00,205.13
30-09-2018,00 - 01,267.15
30-09-2018,01 - 02,212.87
30-09-2018,02 - 03,197.81
30-09-2018,03 - 04,224.01
30-09-2018,04 - 05,257.86
30-09-2018,05 - 06,273.75
30-09-2018,06 - 07,314.92
30-09-2018,07 - 08,333.39
30-09-2018,08 - 09,367.85
30-09-2018,09 - 10,388.29
30-09-2018,10 - 11,330.81
30-09-2018,11 - 12,321.32
30-09-2018,12 - 13,318.94
30-09-2018,13 - 14,309.97
30-09-2018,14 - 15,317.6
30-09-2018,15 - 16,358.57
30-09-2018,16 - 17,403.66
30-09-2018,17 - 18,443.7
30-09-2018,18 - 19,466.29
30-09-2018,19 - 20,482.8
30-09-2018,20 - 21,468.15
30-09-2018,21 - 22,451.95
30-09-2018,22 - 23,438.74
30-09-2018,23 - 00,424.5
1/10/2018,00 - 01,436.68
1/10/2018,01 - 02,436.99
1/10/2018,02 - 03,437.5
1/10/2018,03 - 04,439.67
1/10/2018,04 - 05,443.49
1/10/2018,05 - 06,457.01
1/10/2018,06 - 07,474.24
1/10/2018,07 - 08,502.61
1/10/2018,08 - 09,528.31
1/10/2018,09 - 10,535.74
1/10/2018,10 - 11,550.6
1/10/2018,11 - 12,565.04
1/10/2018,12 - 13,557.41
1/10/2018,13 - 14,536.36
1/10/2018,14 - 15,515.72
1/10/2018,15 - 16,515.72
1/10/2018,16 - 17,506.02
1/10/2018,17 - 18,515.82
1/10/2018,18 - 19,535.74
1/10/2018,19 - 20,549.98
1/10/2018,20 - 21,485.07
1/10/2018,21 - 22,481.46
1/10/2018,22 - 23,463.61
1/10/2018,23 - 00,438.54
2/10/2018,00 - 01,466.28
2/10/2018,01 - 02,455.94
2/10/2018,02 - 03,455.52
2/10/2018,03 - 04,452.52
2/10/2018,04 - 05,457.9
2/10/2018,05 - 06,497.6
2/10/2018,06 - 07,596.54
2/10/2018,07 - 08,705.2
2/10/2018,08 - 09,727.43
2/10/2018,09 - 10,563.77
2/10/2018,10 - 11,501.32
2/10/2018,11 - 12,486.64
2/10/2018,12 - 13,478.99
2/10/2018,13 - 14,484.37
2/10/2018,14 - 15,482.71
2/10/2018,15 - 16,478.37
2/10/2018,16 - 17,479.72
2/10/2018,17 - 18,478.16
2/10/2018,18 - 19,501.63
2/10/2018,19 - 20,506.91
2/10/2018,20 - 21,478.27
2/10/2018,21 - 22,463.69
2/10/2018,22 - 23,441.36
2/10/2018,23 - 00,440.43
3/10/2018,00 - 01,422.44
3/10/2018,01 - 02,395.24
3/10/2018,02 - 03,378.11
3/10/2018,03 - 04,406.34
3/10/2018,04 - 05,411.64
3/10/2018,05 - 06,429.18
3/10/2018,06 - 07,469.98
3/10/2018,07 - 08,493.34
3/10/2018,08 - 09,502.38
3/10/2018,09 - 10,503.1
3/10/2018,10 - 11,495.63
3/10/2018,11 - 12,487.11
3/10/2018,12 - 13,485.35
3/10/2018,13 - 14,482.96
3/10/2018,14 - 15,482.75
3/10/2018,15 - 16,481.72
3/10/2018,16 - 17,480.05
3/10/2018,17 - 18,485.35
3/10/2018,18 - 19,561.24
3/10/2018,19 - 20,602.14
3/10/2018,20 - 21,539.33
3/10/2018,21 - 22,495.73
3/10/2018,22 - 23,478.6
3/10/2018,23 - 00,458.46
4/10/2018,00 - 01,480.56
4/10/2018,01 - 02,467.47
4/10/2018,02 - 03,462.48
4/10/2018,03 - 04,475.26
4/10/2018,04 - 05,478.07
4/10/2018,05 - 06,515.99
4/10/2018,06 - 07,641.2
4/10/2018,07 - 08,766.82
4/10/2018,08 - 09,841.63
4/10/2018,09 - 10,847.66
4/10/2018,10 - 11,820.43
4/10/2018,11 - 12,782.82
4/10/2018,12 - 13,655.12
4/10/2018,13 - 14,566.18
4/10/2018,14 - 15,565.24
4/10/2018,15 - 16,598.6
4/10/2018,16 - 17,652.73
4/10/2018,17 - 18,628.21
4/10/2018,18 - 19,639.33
4/10/2018,19 - 20,621.56
4/10/2018,20 - 21,528.36
4/10/2018,21 - 22,499.16
4/10/2018,22 - 23,484.72
4/10/2018,23 - 00,453.75
5/10/2018,00 - 01,470.07
5/10/2018,01 - 02,441.09
5/10/2018,02 - 03,422.09
5/10/2018,03 - 04,426.45
5/10/2018,04 - 05,440.89
5/10/2018,05 - 06,478.48
5/10/2018,06 - 07,505.18
5/10/2018,07 - 08,531.04
5/10/2018,08 - 09,545.06
5/10/2018,09 - 10,545.16
5/10/2018,10 - 11,549.21
5/10/2018,11 - 12,521.48
5/10/2018,12 - 13,492.71
5/10/2018,13 - 14,518.47
5/10/2018,14 - 15,501.02
5/10/2018,15 - 16,503.72
5/10/2018,16 - 17,516.5
5/10/2018,17 - 18,521.58
5/10/2018,18 - 19,558.87
5/10/2018,19 - 20,550.87
5/10/2018,20 - 21,499.36
5/10/2018,21 - 22,494.69
5/10/2018,22 - 23,482.74
5/10/2018,23 - 00,461.24
6/10/2018,00 - 01,468.81
6/10/2018,01 - 02,453.98
6/10/2018,02 - 03,453.14
6/10/2018,03 - 04,452.73
6/10/2018,04 - 05,457.95
6/10/2018,05 - 06,462.23
6/10/2018,06 - 07,463.69
6/10/2018,07 - 08,480.3
6/10/2018,08 - 09,493.04
6/10/2018,09 - 10,499.83
6/10/2018,10 - 11,501.81
6/10/2018,11 - 12,501.39
6/10/2018,12 - 13,501.71
6/10/2018,13 - 14,503.9
6/10/2018,14 - 15,505.78
6/10/2018,15 - 16,503.17
6/10/2018,16 - 17,505.05
6/10/2018,17 - 18,511.52
6/10/2018,18 - 19,524.47
6/10/2018,19 - 20,520.19
6/10/2018,20 - 21,503.48
6/10/2018,21 - 22,500.45
6/10/2018,22 - 23,492.2
6/10/2018,23 - 00,473.51
7/10/2018,00 - 01,490.32
7/10/2018,01 - 02,475.18
7/10/2018,02 - 03,466.3
7/10/2018,03 - 04,449.28
7/10/2018,04 - 05,443.85
7/10/2018,05 - 06,457.43
7/10/2018,06 - 07,465.78
7/10/2018,07 - 08,486.25
7/10/2018,08 - 09,516.85
7/10/2018,09 - 10,542.54
7/10/2018,10 - 11,561.55
7/10/2018,11 - 12,560.92
7/10/2018,12 - 13,551.1
7/10/2018,13 - 14,531.57
7/10/2018,14 - 15,521.24
7/10/2018,15 - 16,512.25
7/10/2018,16 - 17,524.37
7/10/2018,17 - 18,543.79
7/10/2018,18 - 19,594.76
7/10/2018,19 - 20,601.02
7/10/2018,20 - 21,560.4
7/10/2018,21 - 22,531.47
7/10/2018,22 - 23,507.87
7/10/2018,23 - 00,498.36
8/10/2018,00 - 01,481.97
8/10/2018,01 - 02,461.18
8/10/2018,02 - 03,448.44
8/10/2018,03 - 04,436.75
8/10/2018,04 - 05,436.43
8/10/2018,05 - 06,461.6
8/10/2018,06 - 07,496.48
8/10/2018,07 - 08,510.9
8/10/2018,08 - 09,513.51
8/10/2018,09 - 10,510.9
8/10/2018,10 - 11,511.21
8/10/2018,11 - 12,511.63
8/10/2018,12 - 13,511.73
8/10/2018,13 - 14,509.23
8/10/2018,14 - 15,509.85
8/10/2018,15 - 16,508.29
8/10/2018,16 - 17,507.14
8/10/2018,17 - 18,505.78
8/10/2018,18 - 19,520.82
8/10/2018,19 - 20,522.07
8/10/2018,20 - 21,502.12
8/10/2018,21 - 22,494.08
8/10/2018,22 - 23,481.97
8/10/2018,23 - 00,459.31
9/10/2018,00 - 01,431.94
9/10/2018,01 - 02,404.03
9/10/2018,02 - 03,387.09
9/10/2018,03 - 04,402.98
9/10/2018,04 - 05,405.49
9/10/2018,05 - 06,469.68
9/10/2018,06 - 07,507.31
9/10/2018,07 - 08,514
9/10/2018,08 - 09,519.23
9/10/2018,09 - 10,517.34
9/10/2018,10 - 11,515.67
9/10/2018,11 - 12,514
9/10/2018,12 - 13,514.83
9/10/2018,13 - 14,513.16
9/10/2018,14 - 15,509.4
9/10/2018,15 - 16,505.53
9/10/2018,16 - 17,503.65
9/10/2018,17 - 18,499.89
9/10/2018,18 - 19,509.92
9/10/2018,19 - 20,511.39
9/10/2018,20 - 21,495.91
9/10/2018,21 - 22,477.52
9/10/2018,22 - 23,455.56
9/10/2018,23 - 00,432.25
10/10/2018,00 - 01,441.58
10/10/2018,01 - 02,432.39
10/10/2018,02 - 03,431.87
10/10/2018,03 - 04,442.1
10/10/2018,04 - 05,442.31
10/10/2018,05 - 06,474.38
10/10/2018,06 - 07,507.8
10/10/2018,07 - 08,523.15
10/10/2018,08 - 09,530.98
10/10/2018,09 - 10,542.79
10/10/2018,10 - 11,556.47
10/10/2018,11 - 12,563.67
10/10/2018,12 - 13,577.25
10/10/2018,13 - 14,559.91
10/10/2018,14 - 15,542.99
10/10/2018,15 - 16,560.64
10/10/2018,16 - 17,567.33
10/10/2018,17 - 18,595.63
10/10/2018,18 - 19,664.98
10/10/2018,19 - 20,602.32
10/10/2018,20 - 21,532.13
10/10/2018,21 - 22,505.6
10/10/2018,22 - 23,488.16
10/10/2018,23 - 00,439.7
11/10/2018,00 - 01,366.19
11/10/2018,01 - 02,331.67
11/10/2018,02 - 03,313.47
11/10/2018,03 - 04,323.3
11/10/2018,04 - 05,365.87
11/10/2018,05 - 06,461.05
11/10/2018,06 - 07,522.77
11/10/2018,07 - 08,533.75
11/10/2018,08 - 09,536.99
11/10/2018,09 - 10,540.86
11/10/2018,10 - 11,515.65
11/10/2018,11 - 12,508.44
11/10/2018,12 - 13,497.77
11/10/2018,13 - 14,499.86
11/10/2018,14 - 15,505.82
11/10/2018,15 - 16,512.2
11/10/2018,16 - 17,510.42
11/10/2018,17 - 18,514.08
11/10/2018,18 - 19,522.35
11/10/2018,19 - 20,532.49
11/10/2018,20 - 21,511.36
11/10/2018,21 - 22,496.2
11/10/2018,22 - 23,466.49
11/10/2018,23 - 00,440.55
12/10/2018,00 - 01,425.72
12/10/2018,01 - 02,416.89
12/10/2018,02 - 03,408.89
12/10/2018,03 - 04,417.51
12/10/2018,04 - 05,419.59
12/10/2018,05 - 06,466.02
12/10/2018,06 - 07,500.1
12/10/2018,07 - 08,529.5
12/10/2018,08 - 09,520.15
12/10/2018,09 - 10,519.94
12/10/2018,10 - 11,534.48
12/10/2018,11 - 12,513.5
12/10/2018,12 - 13,511.63
12/10/2018,13 - 14,501.24
12/10/2018,14 - 15,485.76
12/10/2018,15 - 16,482.85
12/10/2018,16 - 17,479.53
12/10/2018,17 - 18,486.7
12/10/2018,18 - 19,494.18
12/10/2018,19 - 20,487.63
12/10/2018,20 - 21,471.11
12/10/2018,21 - 22,441.82
12/10/2018,22 - 23,427.17
12/10/2018,23 - 00,409.1
13-10-2018,00 - 01,365.52
13-10-2018,01 - 02,310.82
13-10-2018,02 - 03,272.79
13-10-2018,03 - 04,263.36
13-10-2018,04 - 05,279.42
13-10-2018,05 - 06,325.32
13-10-2018,06 - 07,358.06
13-10-2018,07 - 08,378.78
13-10-2018,08 - 09,408.72
13-10-2018,09 - 10,417.74
13-10-2018,10 - 11,419.81
13-10-2018,11 - 12,418.46
13-10-2018,12 - 13,387.48
13-10-2018,13 - 14,353.29
13-10-2018,14 - 15,331.02
13-10-2018,15 - 16,378.37
13-10-2018,16 - 17,399.29
13-10-2018,17 - 18,412.87
13-10-2018,18 - 19,427.79
13-10-2018,19 - 20,418.05
13-10-2018,20 - 21,400.74
13-10-2018,21 - 22,326.56
13-10-2018,22 - 23,256.11
13-10-2018,23 - 00,144.94
14-10-2018,00 - 01,48.71
14-10-2018,01 - 02,44.35
14-10-2018,02 - 03,35
14-10-2018,03 - 04,33.55
14-10-2018,04 - 05,38.43
14-10-2018,05 - 06,43.42
14-10-2018,06 - 07,42.17
14-10-2018,07 - 08,52.56
14-10-2018,08 - 09,243.25
14-10-2018,09 - 10,277.43
14-10-2018,10 - 11,279.82
14-10-2018,11 - 12,267.56
14-10-2018,12 - 13,215.31
14-10-2018,13 - 14,215.52
14-10-2018,14 - 15,144.58
14-10-2018,15 - 16,202.95
14-10-2018,16 - 17,215.42
14-10-2018,17 - 18,375.48
14-10-2018,18 - 19,400.2
14-10-2018,19 - 20,397.5
14-10-2018,20 - 21,338.6
14-10-2018,21 - 22,305.47
14-10-2018,22 - 23,246.68
14-10-2018,23 - 00,46.22
15-10-2018,00 - 01,19.94
15-10-2018,01 - 02,25.03
15-10-2018,02 - 03,42.59
15-10-2018,03 - 04,76.13
15-10-2018,04 - 05,128.07
15-10-2018,05 - 06,425.33
15-10-2018,06 - 07,484.85
15-10-2018,07 - 08,496.27
15-10-2018,08 - 09,496.58
15-10-2018,09 - 10,500.95
15-10-2018,10 - 11,518.4
15-10-2018,11 - 12,519.02
15-10-2018,12 - 13,503.96
15-10-2018,13 - 14,517.46
15-10-2018,14 - 15,523.8
15-10-2018,15 - 16,523.17
15-10-2018,16 - 17,519.23
15-10-2018,17 - 18,529.41
15-10-2018,18 - 19,550.49
15-10-2018,19 - 20,539.38
15-10-2018,20 - 21,518.81
15-10-2018,21 - 22,496.79
15-10-2018,22 - 23,484.33
15-10-2018,23 - 00,466.98
16-10-2018,00 - 01,464.29
16-10-2018,01 - 02,451.09
16-10-2018,02 - 03,441.12
16-10-2018,03 - 04,458.88
16-10-2018,04 - 05,463.35
16-10-2018,05 - 06,505.62
16-10-2018,06 - 07,505.11
16-10-2018,07 - 08,481.42
16-10-2018,08 - 09,501.78
16-10-2018,09 - 10,500.22
16-10-2018,10 - 11,505.52
16-10-2018,11 - 12,508.01
16-10-2018,12 - 13,505.42
16-10-2018,13 - 14,505
16-10-2018,14 - 15,503.44
16-10-2018,15 - 16,503.65
16-10-2018,16 - 17,503.86
16-10-2018,17 - 18,518.3
16-10-2018,18 - 19,539.49
16-10-2018,19 - 20,519.85
16-10-2018,20 - 21,500.85
16-10-2018,21 - 22,511.34
16-10-2018,22 - 23,499.5
16-10-2018,23 - 00,473.63
17-10-2018,00 - 01,454.84
17-10-2018,01 - 02,441.01
17-10-2018,02 - 03,416.76
17-10-2018,03 - 04,431.93
17-10-2018,04 - 05,441.32
17-10-2018,05 - 06,476.19
17-10-2018,06 - 07,467.01
17-10-2018,07 - 08,466.19
17-10-2018,08 - 09,471.24
17-10-2018,09 - 10,471.14
17-10-2018,10 - 11,472.89
17-10-2018,11 - 12,474.44
17-10-2018,12 - 13,474.44
17-10-2018,13 - 14,470.42
17-10-2018,14 - 15,472.17
17-10-2018,15 - 16,465.46
17-10-2018,16 - 17,461.85
17-10-2018,17 - 18,461.23
17-10-2018,18 - 19,489.61
17-10-2018,19 - 20,481.66
17-10-2018,20 - 21,461.44
17-10-2018,21 - 22,454.94
17-10-2018,22 - 23,430.79
17-10-2018,23 - 00,423.57
18-10-2018,00 - 01,431.54
18-10-2018,01 - 02,424.34
18-10-2018,02 - 03,415.9
18-10-2018,03 - 04,435.55
18-10-2018,04 - 05,442.04
18-10-2018,05 - 06,479.08
18-10-2018,06 - 07,481.24
18-10-2018,07 - 08,484.02
18-10-2018,08 - 09,486.18
18-10-2018,09 - 10,484.64
18-10-2018,10 - 11,485.87
18-10-2018,11 - 12,482.78
18-10-2018,12 - 13,484.02
18-10-2018,13 - 14,461.59
18-10-2018,14 - 15,444.2
18-10-2018,15 - 16,439.67
18-10-2018,16 - 17,439.77
18-10-2018,17 - 18,445.12
18-10-2018,18 - 19,462.82
18-10-2018,19 - 20,487.41
18-10-2018,20 - 21,442.55
18-10-2018,21 - 22,434.83
18-10-2018,22 - 23,421.05
18-10-2018,23 - 00,396.04
19-10-2018,00 - 01,406.19
19-10-2018,01 - 02,403.72
19-10-2018,02 - 03,398.87
19-10-2018,03 - 04,401.76
19-10-2018,04 - 05,405.47
19-10-2018,05 - 06,455.33
19-10-2018,06 - 07,473.81
19-10-2018,07 - 08,462.56
19-10-2018,08 - 09,489.7
19-10-2018,09 - 10,494.76
19-10-2018,10 - 11,517.99
19-10-2018,11 - 12,498.68
19-10-2018,12 - 13,493.21
19-10-2018,13 - 14,491.77
19-10-2018,14 - 15,492.18
19-10-2018,15 - 16,488.47
19-10-2018,16 - 17,486.09
19-10-2018,17 - 18,494.04
19-10-2018,18 - 19,520.78
19-10-2018,19 - 20,494.04
19-10-2018,20 - 21,455.64
19-10-2018,21 - 22,472.88
19-10-2018,22 - 23,460.08
19-10-2018,23 - 00,452.65
20-10-2018,00 - 01,465.64
20-10-2018,01 - 02,450.22
20-10-2018,02 - 03,435.53
20-10-2018,03 - 04,423.42
20-10-2018,04 - 05,428.18
20-10-2018,05 - 06,445.36
20-10-2018,06 - 07,442.15
20-10-2018,07 - 08,453.01
20-10-2018,08 - 09,459.43
20-10-2018,09 - 10,448.56
20-10-2018,10 - 11,460.05
20-10-2018,11 - 12,459.02
20-10-2018,12 - 13,446.91
20-10-2018,13 - 14,433.77
20-10-2018,14 - 15,431.7
20-10-2018,15 - 16,435.11
20-10-2018,16 - 17,452.08
20-10-2018,17 - 18,490.47
20-10-2018,18 - 19,491.71
20-10-2018,19 - 20,477.33
20-10-2018,20 - 21,445.56
20-10-2018,21 - 22,475.78
20-10-2018,22 - 23,464.71
20-10-2018,23 - 00,411.42
21-10-2018,00 - 01,438.64
21-10-2018,01 - 02,434.51
21-10-2018,02 - 03,418.58
21-10-2018,03 - 04,407.73
21-10-2018,04 - 05,407.21
21-10-2018,05 - 06,413.62
21-10-2018,06 - 07,413.31
21-10-2018,07 - 08,407.93
21-10-2018,08 - 09,418.69
21-10-2018,09 - 10,430.89
21-10-2018,10 - 11,435.23
21-10-2018,11 - 12,435.54
21-10-2018,12 - 13,432.54
21-10-2018,13 - 14,421.69
21-10-2018,14 - 15,412.48
21-10-2018,15 - 16,408.76
21-10-2018,16 - 17,414.86
21-10-2018,17 - 18,434.82
21-10-2018,18 - 19,438.33
21-10-2018,19 - 20,436.78
21-10-2018,20 - 21,429.85
21-10-2018,21 - 22,417.76
21-10-2018,22 - 23,396.25
21-10-2018,23 - 00,362.74
22-10-2018,00 - 01,256.65
22-10-2018,01 - 02,217.05
22-10-2018,02 - 03,206.29
22-10-2018,03 - 04,218.29
22-10-2018,04 - 05,261.2
22-10-2018,05 - 06,404.73
22-10-2018,06 - 07,430.37
22-10-2018,07 - 08,448.67
22-10-2018,08 - 09,453.74
22-10-2018,09 - 10,451.67
22-10-2018,10 - 11,447.33
22-10-2018,11 - 12,439.47
22-10-2018,12 - 13,435.13
22-10-2018,13 - 14,431.1
22-10-2018,14 - 15,426.86
22-10-2018,15 - 16,429.85
22-10-2018,16 - 17,435.75
22-10-2018,17 - 18,445.88
22-10-2018,18 - 19,451.05
22-10-2018,19 - 20,449.71
22-10-2018,20 - 21,441.75
22-10-2018,21 - 22,430.16
22-10-2018,22 - 23,407.73
22-10-2018,23 - 00,362.02
23-10-2018,00 - 01,313.51
23-10-2018,01 - 02,179.47
23-10-2018,02 - 03,124.95
23-10-2018,03 - 04,133.83
23-10-2018,04 - 05,225.12
23-10-2018,05 - 06,360.6
23-10-2018,06 - 07,425.55
23-10-2018,07 - 08,449.61
23-10-2018,08 - 09,450.85
23-10-2018,09 - 10,445.07
23-10-2018,10 - 11,442.28
23-10-2018,11 - 12,433.61
23-10-2018,12 - 13,424.11
23-10-2018,13 - 14,417.08
23-10-2018,14 - 15,418.43
23-10-2018,15 - 16,413.16
23-10-2018,16 - 17,408.93
23-10-2018,17 - 18,417.91
23-10-2018,18 - 19,425.65
23-10-2018,19 - 20,422.66
23-10-2018,20 - 21,414.81
23-10-2018,21 - 22,398.19
23-10-2018,22 - 23,374.02
23-10-2018,23 - 00,310.62
24-10-2018,00 - 01,269.85
24-10-2018,01 - 02,308.12
24-10-2018,02 - 03,307.5
24-10-2018,03 - 04,295.61
24-10-2018,04 - 05,309.78
24-10-2018,05 - 06,397.39
24-10-2018,06 - 07,440.31
24-10-2018,07 - 08,462.55
24-10-2018,08 - 09,470.82
24-10-2018,09 - 10,475.06
24-10-2018,10 - 11,475.68
24-10-2018,11 - 12,474.03
24-10-2018,12 - 13,470.62
24-10-2018,13 - 14,468.75
24-10-2018,14 - 15,466.17
24-10-2018,15 - 16,461.72
24-10-2018,16 - 17,465.44
24-10-2018,17 - 18,470
24-10-2018,18 - 19,473.3
24-10-2018,19 - 20,473.51
24-10-2018,20 - 21,469.58
24-10-2018,21 - 22,458
24-10-2018,22 - 23,443.41
24-10-2018,23 - 00,426.04
25-10-2018,00 - 01,423.59
25-10-2018,01 - 02,398.85
25-10-2018,02 - 03,390.05
25-10-2018,03 - 04,393.57
25-10-2018,04 - 05,396.57
25-10-2018,05 - 06,423.8
25-10-2018,06 - 07,461.58
25-10-2018,07 - 08,484.25
25-10-2018,08 - 09,485.7
25-10-2018,09 - 10,484.36
25-10-2018,10 - 11,477.83
25-10-2018,11 - 12,471.93
25-10-2018,12 - 13,460.86
25-10-2018,13 - 14,454.65
25-10-2018,14 - 15,456.72
25-10-2018,15 - 16,464.38
25-10-2018,16 - 17,473.07
25-10-2018,17 - 18,482.29
25-10-2018,18 - 19,485.91
25-10-2018,19 - 20,486.12
25-10-2018,20 - 21,484.56
25-10-2018,21 - 22,477.63
25-10-2018,22 - 23,467.48
25-10-2018,23 - 00,457.65
26-10-2018,00 - 01,466.64
26-10-2018,01 - 02,463.84
26-10-2018,02 - 03,464.46
26-10-2018,03 - 04,467.99
26-10-2018,04 - 05,474.12
26-10-2018,05 - 06,505.8
26-10-2018,06 - 07,546.62
26-10-2018,07 - 08,606.33
26-10-2018,08 - 09,674.57
26-10-2018,09 - 10,674.36
26-10-2018,10 - 11,635
26-10-2018,11 - 12,577.05
26-10-2018,12 - 13,569.26
26-10-2018,13 - 14,524.08
26-10-2018,14 - 15,496.97
26-10-2018,15 - 16,504.76
26-10-2018,16 - 17,497.8
26-10-2018,17 - 18,514
26-10-2018,18 - 19,541.32
26-10-2018,19 - 20,509.95
26-10-2018,20 - 21,490.12
26-10-2018,21 - 22,487.31
26-10-2018,22 - 23,459.68
26-10-2018,23 - 00,441.61
27-10-2018,00 - 01,447.71
27-10-2018,01 - 02,429.08
27-10-2018,02 - 03,417
27-10-2018,03 - 04,407.84
27-10-2018,04 - 05,410.76
27-10-2018,05 - 06,420.96
27-10-2018,06 - 07,422.63
27-10-2018,07 - 08,451.04
27-10-2018,08 - 09,465.41
27-10-2018,09 - 10,474.57
27-10-2018,10 - 11,478.84
27-10-2018,11 - 12,479.77
27-10-2018,12 - 13,474.67
27-10-2018,13 - 14,473.32
27-10-2018,14 - 15,473.42
27-10-2018,15 - 16,470.93
27-10-2018,16 - 17,479.77
27-10-2018,17 - 18,486.96
27-10-2018,18 - 19,491.54
27-10-2018,19 - 20,486.85
27-10-2018,20 - 21,479.67
27-10-2018,21 - 22,475.82
27-10-2018,22 - 23,476.96
27-10-2018,23 - 00,460.41
28-10-2018,00 - 01,464
28-10-2018,01 - 02,454.1
28-10-2018,02 - 03,433.68
28-10-2018,02 - 03,433.36
28-10-2018,03 - 04,418.05
28-10-2018,04 - 05,416.9
28-10-2018,05 - 06,426.49
28-10-2018,06 - 07,437.11
28-10-2018,07 - 08,454.41
28-10-2018,08 - 09,469.1
28-10-2018,09 - 10,477.86
28-10-2018,10 - 11,489.74
28-10-2018,11 - 12,488.38
28-10-2018,12 - 13,481.92
28-10-2018,13 - 14,468.9
28-10-2018,14 - 15,463.79
28-10-2018,15 - 16,474.94
28-10-2018,16 - 17,491.82
28-10-2018,17 - 18,504.01
28-10-2018,18 - 19,499.53
28-10-2018,19 - 20,482.44
28-10-2018,20 - 21,468.9
28-10-2018,21 - 22,461.29
28-10-2018,22 - 23,443.68
28-10-2018,23 - 00,428.88
29-10-2018,00 - 01,422.32
29-10-2018,01 - 02,416.28
29-10-2018,02 - 03,412.84
29-10-2018,03 - 04,416.17
29-10-2018,04 - 05,423.05
29-10-2018,05 - 06,455.87
29-10-2018,06 - 07,493.28
29-10-2018,07 - 08,500.36
29-10-2018,08 - 09,511.41
29-10-2018,09 - 10,509.53
29-10-2018,10 - 11,502.13
29-10-2018,11 - 12,490.05
29-10-2018,12 - 13,484.84
29-10-2018,13 - 14,480.04
29-10-2018,14 - 15,478.48
29-10-2018,15 - 16,478.9
29-10-2018,16 - 17,484.63
29-10-2018,17 - 18,489.32
29-10-2018,18 - 19,487.55
29-10-2018,19 - 20,475.46
29-10-2018,20 - 21,467.96
29-10-2018,21 - 22,449.72
29-10-2018,22 - 23,427.95
29-10-2018,23 - 00,406.58
30-10-2018,00 - 01,408.1
30-10-2018,01 - 02,385.04
30-10-2018,02 - 03,384.62
30-10-2018,03 - 04,392.21
30-10-2018,04 - 05,411.01
30-10-2018,05 - 06,426.27
30-10-2018,06 - 07,446.63
30-10-2018,07 - 08,466.26
30-10-2018,08 - 09,465.43
30-10-2018,09 - 10,459.41
30-10-2018,10 - 11,458.16
30-10-2018,11 - 12,458.68
30-10-2018,12 - 13,456.29
30-10-2018,13 - 14,454.63
30-10-2018,14 - 15,456.08
30-10-2018,15 - 16,463.77
30-10-2018,16 - 17,471.56
