Production SE areas in MWh,,,,,,
Data was last updated 14-12-2018,,,,,,
,Hours,SE1,SE2,SE3,SE4,SE
27-09-2018,10 - 11,2511,4697,9204,1232,17644
27-09-2018,11 - 12,2517,4633,9182,1289,17621
27-09-2018,12 - 13,2352,4178,9155,1407,17092
27-09-2018,13 - 14,2134,3845,9285,1448,16713
27-09-2018,14 - 15,1856,3458,9420,1591,16325
27-09-2018,15 - 16,1754,3512,9645,1614,16524
27-09-2018,16 - 17,1999,3475,9779,1657,16911
27-09-2018,17 - 18,1909,3435,9892,1680,16917
27-09-2018,18 - 19,2020,3352,9904,1693,16969
27-09-2018,19 - 20,2164,3471,9856,1708,17200
27-09-2018,20 - 21,1937,3330,9832,1716,16814
27-09-2018,21 - 22,1612,3222,9675,1703,16213
27-09-2018,22 - 23,1334,2764,9646,1699,15442
27-09-2018,23 - 00,798,2583,9580,1678,14638
28-09-2018,00 - 01,796,2151,9588,1676,14211
28-09-2018,01 - 02,727,2052,9529,1644,13953
28-09-2018,02 - 03,733,2204,9520,1592,14049
28-09-2018,03 - 04,919,2267,9530,1531,14246
28-09-2018,04 - 05,1111,2498,9579,1447,14634
28-09-2018,05 - 06,1235,2899,9528,1346,15007
28-09-2018,06 - 07,2221,4311,9528,1228,17287
28-09-2018,07 - 08,2479,5632,9577,1100,18788
28-09-2018,08 - 09,2474,5733,9513,1013,18733
28-09-2018,09 - 10,2435,5739,9443,985,18601
28-09-2018,10 - 11,2475,5646,9338,936,18394
28-09-2018,11 - 12,2102,5406,9281,922,17711
28-09-2018,12 - 13,1819,5116,9317,914,17166
28-09-2018,13 - 14,1827,4866,9310,962,16964
28-09-2018,14 - 15,1694,4734,9280,1010,16718
28-09-2018,15 - 16,1380,4688,9264,1036,16368
28-09-2018,16 - 17,1119,4641,9239,1032,16031
28-09-2018,17 - 18,1585,4893,9219,1003,16700
28-09-2018,18 - 19,1925,5205,9218,927,17275
28-09-2018,19 - 20,2535,5418,9205,838,17995
28-09-2018,20 - 21,2351,5239,9200,755,17544
28-09-2018,21 - 22,2060,5030,9132,700,16922
28-09-2018,22 - 23,1891,4586,9030,646,16153
28-09-2018,23 - 00,1724,4236,8908,614,15482
29-09-2018,00 - 01,1210,4011,8720,525,14466
29-09-2018,01 - 02,1027,3857,8643,481,14007
29-09-2018,02 - 03,823,3972,8641,455,13891
29-09-2018,03 - 04,820,3998,8632,436,13887
29-09-2018,04 - 05,1014,4030,8646,426,14117
29-09-2018,05 - 06,1392,4455,8762,425,15032
29-09-2018,06 - 07,1749,4760,8872,464,15844
29-09-2018,07 - 08,1783,4902,9024,516,16225
29-09-2018,08 - 09,1626,5073,9138,565,16401
29-09-2018,09 - 10,1685,5123,9229,586,16623
29-09-2018,10 - 11,1588,5067,9304,643,16602
29-09-2018,11 - 12,1141,5014,9476,649,16280
29-09-2018,12 - 13,956,4613,9659,758,15986
29-09-2018,13 - 14,754,4258,9802,824,15639
29-09-2018,14 - 15,884,4305,9951,945,16085
29-09-2018,15 - 16,961,4651,9940,1040,16591
29-09-2018,16 - 17,950,4892,9977,1048,16867
29-09-2018,17 - 18,1107,5065,9997,1117,17286
29-09-2018,18 - 19,1098,5082,10041,1122,17343
29-09-2018,19 - 20,1107,5334,10084,1188,17714
29-09-2018,20 - 21,1046,4936,10118,1235,17335
29-09-2018,21 - 22,766,4314,10119,1268,16465
29-09-2018,22 - 23,841,4085,10141,1308,16374
29-09-2018,23 - 00,818,3846,10120,1348,16133
30-09-2018,00 - 01,660,3790,10148,1354,15951
30-09-2018,01 - 02,651,3715,10126,1364,15856
30-09-2018,02 - 03,637,3517,10119,1359,15632
30-09-2018,03 - 04,615,3449,10113,1355,15532
30-09-2018,04 - 05,535,3454,10094,1343,15426
30-09-2018,05 - 06,569,3584,10066,1325,15543
30-09-2018,06 - 07,709,3649,10005,1301,15665
30-09-2018,07 - 08,857,3625,9968,1289,15737
30-09-2018,08 - 09,619,3801,10273,1298,15991
30-09-2018,09 - 10,632,3730,10504,1325,16192
30-09-2018,10 - 11,606,3634,10641,1395,16277
30-09-2018,11 - 12,599,3509,10573,1308,15989
30-09-2018,12 - 13,641,3427,10455,1259,15782
30-09-2018,13 - 14,706,3302,10495,1208,15711
30-09-2018,14 - 15,712,3352,10491,1159,15715
30-09-2018,15 - 16,753,3307,10457,1057,15573
30-09-2018,16 - 17,944,3637,10392,960,15933
30-09-2018,17 - 18,1156,4201,10356,856,16568
30-09-2018,18 - 19,1378,4730,10394,768,17270
30-09-2018,19 - 20,1617,4688,10343,709,17357
30-09-2018,20 - 21,1300,4653,10227,648,16828
30-09-2018,21 - 22,1200,4708,10283,597,16788
30-09-2018,22 - 23,1322,4614,10144,550,16630
30-09-2018,23 - 00,1099,4200,10033,508,15841
1/10/2018,00 - 01,859,3400,10004,474,14737
1/10/2018,01 - 02,866,3143,9888,429,14326
1/10/2018,02 - 03,791,3081,9812,399,14084
1/10/2018,03 - 04,838,3077,9745,380,14039
1/10/2018,04 - 05,1201,3292,9737,363,14591
1/10/2018,05 - 06,1579,4158,9732,363,15832
1/10/2018,06 - 07,2009,5006,9727,406,17148
1/10/2018,07 - 08,2551,5484,9792,416,18243
1/10/2018,08 - 09,2511,5727,9745,430,18413
1/10/2018,09 - 10,2437,5446,9677,431,17990
1/10/2018,10 - 11,2410,5346,9605,434,17795
1/10/2018,11 - 12,2194,5191,9522,439,17346
1/10/2018,12 - 13,1935,4994,9498,440,16867
1/10/2018,13 - 14,1953,4854,9444,456,16707
1/10/2018,14 - 15,2021,5002,9404,460,16887
1/10/2018,15 - 16,2130,5103,9382,451,17066
1/10/2018,16 - 17,2120,4902,9404,453,16879
1/10/2018,17 - 18,2119,5257,9458,445,17279
1/10/2018,18 - 19,2250,5464,9503,441,17657
1/10/2018,19 - 20,2148,5529,9570,453,17699
1/10/2018,20 - 21,1964,5317,9479,471,17230
1/10/2018,21 - 22,2016,5090,9498,476,17080
1/10/2018,22 - 23,2017,4672,9565,491,16745
1/10/2018,23 - 00,1399,4209,9518,504,15630
2/10/2018,00 - 01,607,3243,9488,495,13833
2/10/2018,01 - 02,652,2927,9503,507,13588
2/10/2018,02 - 03,633,2878,9492,531,13534
2/10/2018,03 - 04,599,2776,9507,561,13443
2/10/2018,04 - 05,540,2672,9502,607,13321
2/10/2018,05 - 06,1218,3016,9613,675,14522
2/10/2018,06 - 07,1822,4407,9816,740,16785
2/10/2018,07 - 08,2220,4938,10162,831,18150
2/10/2018,08 - 09,2316,4647,10027,865,17855
2/10/2018,09 - 10,2098,4369,9995,889,17351
2/10/2018,10 - 11,2141,4228,10007,937,17313
2/10/2018,11 - 12,2270,4438,10183,1029,17920
2/10/2018,12 - 13,2110,3961,10172,1157,17400
2/10/2018,13 - 14,1874,3804,10206,1196,17079
2/10/2018,14 - 15,1838,3783,10287,1314,17222
2/10/2018,15 - 16,1740,3911,10356,1391,17398
2/10/2018,16 - 17,1480,3879,10417,1488,17264
2/10/2018,17 - 18,1514,4146,10512,1546,17717
2/10/2018,18 - 19,1312,4181,10522,1573,17588
2/10/2018,19 - 20,1136,4111,10486,1596,17329
2/10/2018,20 - 21,930,3815,10503,1609,16858
2/10/2018,21 - 22,955,3587,10512,1588,16643
2/10/2018,22 - 23,757,3014,10482,1588,15841
2/10/2018,23 - 00,601,2720,10492,1570,15384
3/10/2018,00 - 01,618,2337,10655,1508,15117
3/10/2018,01 - 02,630,2274,10674,1485,15064
3/10/2018,02 - 03,594,2172,10668,1463,14897
3/10/2018,03 - 04,508,2305,10707,1427,14946
3/10/2018,04 - 05,757,2283,10719,1397,15156
3/10/2018,05 - 06,885,2856,10729,1362,15831
3/10/2018,06 - 07,1453,3799,10758,1316,17326
3/10/2018,07 - 08,1612,4185,10791,1299,17887
3/10/2018,08 - 09,1744,4205,10721,1293,17964
3/10/2018,09 - 10,1717,4206,10568,1310,17802
3/10/2018,10 - 11,1668,4274,10434,1265,17641
3/10/2018,11 - 12,1610,4076,10332,1271,17290
3/10/2018,12 - 13,1607,4008,10343,1251,17209
3/10/2018,13 - 14,1496,3925,10354,1238,17013
3/10/2018,14 - 15,1431,3821,10423,1236,16911
3/10/2018,15 - 16,1449,3765,10425,1233,16871
3/10/2018,16 - 17,1447,3995,10369,1183,16994
3/10/2018,17 - 18,1610,4265,10401,1111,17385
3/10/2018,18 - 19,2357,4932,10645,1027,18962
3/10/2018,19 - 20,2834,5064,10786,957,19642
3/10/2018,20 - 21,2227,4871,10545,910,18553
3/10/2018,21 - 22,1836,4506,10495,879,17717
3/10/2018,22 - 23,1179,4037,10491,865,16572
3/10/2018,23 - 00,946,3735,10459,863,16003
4/10/2018,00 - 01,739,3134,10374,849,15096
4/10/2018,01 - 02,717,2898,10306,838,14758
4/10/2018,02 - 03,744,2943,10227,816,14730
4/10/2018,03 - 04,792,3052,10152,786,14782
4/10/2018,04 - 05,1055,3229,9859,733,14876
4/10/2018,05 - 06,1899,4061,9449,703,16112
4/10/2018,06 - 07,2707,5089,9615,682,18092
4/10/2018,07 - 08,2921,5456,9075,644,18096
4/10/2018,08 - 09,2850,5601,9036,574,18061
4/10/2018,09 - 10,3058,5407,9054,505,18023
4/10/2018,10 - 11,2688,5256,8914,462,17321
4/10/2018,11 - 12,2572,5264,8899,464,17199
4/10/2018,12 - 13,2340,5281,8807,450,16878
4/10/2018,13 - 14,2123,5066,8906,461,16556
4/10/2018,14 - 15,2105,4961,8653,488,16207
4/10/2018,15 - 16,2078,5066,9157,516,16817
4/10/2018,16 - 17,2161,5277,9201,545,17184
4/10/2018,17 - 18,2216,5357,9389,624,17586
4/10/2018,18 - 19,2285,5906,9631,678,18499
4/10/2018,19 - 20,2441,5924,9470,784,18618
4/10/2018,20 - 21,1932,5587,9342,856,17716
4/10/2018,21 - 22,1422,5122,9312,892,16747
4/10/2018,22 - 23,1037,4704,9417,926,16084
4/10/2018,23 - 00,853,4320,9555,969,15697
5/10/2018,00 - 01,725,3487,9673,1043,14927
5/10/2018,01 - 02,734,2870,9707,1068,14379
5/10/2018,02 - 03,743,2759,9807,1094,14402
5/10/2018,03 - 04,750,2768,9888,1126,14532
5/10/2018,04 - 05,972,2877,9982,1156,14987
5/10/2018,05 - 06,1203,3697,10000,1186,16086
5/10/2018,06 - 07,1575,4932,10029,1238,17775
5/10/2018,07 - 08,1806,5476,10029,1265,18576
5/10/2018,08 - 09,1762,5520,9867,1249,18398
5/10/2018,09 - 10,1869,5717,9883,1203,18672
5/10/2018,10 - 11,2136,5799,9802,1166,18904
5/10/2018,11 - 12,2078,5532,9725,1107,18443
5/10/2018,12 - 13,1524,5342,9676,1102,17644
5/10/2018,13 - 14,1639,5467,9548,1091,17745
5/10/2018,14 - 15,1479,5164,9440,1061,17144
5/10/2018,15 - 16,1534,5371,9353,1041,17298
5/10/2018,16 - 17,2111,5618,9280,1060,18069
5/10/2018,17 - 18,2164,5624,9236,1064,18088
5/10/2018,18 - 19,2325,5665,9270,1076,18336
5/10/2018,19 - 20,2321,5601,9283,1077,18282
5/10/2018,20 - 21,1720,4982,9293,1035,17029
5/10/2018,21 - 22,1541,4861,9313,1009,16723
5/10/2018,22 - 23,983,4568,9295,976,15822
5/10/2018,23 - 00,928,4081,9238,921,15168
6/10/2018,00 - 01,811,3642,9160,900,14512
6/10/2018,01 - 02,793,3402,9126,818,14139
6/10/2018,02 - 03,798,3397,9078,723,13995
6/10/2018,03 - 04,775,3353,9030,629,13788
6/10/2018,04 - 05,795,3355,8961,552,13663
6/10/2018,05 - 06,841,3572,8919,492,13824
6/10/2018,06 - 07,973,4051,8892,442,14358
6/10/2018,07 - 08,1161,4515,8912,399,14986
6/10/2018,08 - 09,1408,4863,8847,367,15485
6/10/2018,09 - 10,1719,5286,8691,341,16036
6/10/2018,10 - 11,1758,5318,8569,327,15972
6/10/2018,11 - 12,1674,5107,8459,322,15562
6/10/2018,12 - 13,1573,5115,8408,318,15414
6/10/2018,13 - 14,1512,5005,8367,315,15199
6/10/2018,14 - 15,1474,4884,8334,319,15011
6/10/2018,15 - 16,1466,4940,8310,322,15038
6/10/2018,16 - 17,1625,5008,8319,338,15291
6/10/2018,17 - 18,2032,5332,8336,371,16070
6/10/2018,18 - 19,2495,5517,8501,377,16890
6/10/2018,19 - 20,2460,5322,8497,376,16655
6/10/2018,20 - 21,1939,5211,8471,376,15997
6/10/2018,21 - 22,1527,4982,8489,342,15339
6/10/2018,22 - 23,1391,4697,8399,337,14824
6/10/2018,23 - 00,950,3909,8360,350,13568
7/10/2018,00 - 01,791,3080,8368,403,12642
7/10/2018,01 - 02,733,2595,8360,439,12127
7/10/2018,02 - 03,734,2407,8416,492,12049
7/10/2018,03 - 04,725,2307,8458,557,12048
7/10/2018,04 - 05,712,2318,8496,616,12140
7/10/2018,05 - 06,710,2382,8545,660,12297
7/10/2018,06 - 07,715,2956,8599,671,12941
7/10/2018,07 - 08,1009,3501,8675,713,13897
7/10/2018,08 - 09,1767,3710,8663,697,14837
7/10/2018,09 - 10,2343,4121,8541,664,15668
7/10/2018,10 - 11,2413,4261,8481,657,15812
7/10/2018,11 - 12,2375,4508,8409,624,15915
7/10/2018,12 - 13,2316,4275,8367,619,15576
7/10/2018,13 - 14,1983,4092,8346,581,15002
7/10/2018,14 - 15,1806,3935,8318,512,14570
7/10/2018,15 - 16,1801,4051,8306,462,14619
7/10/2018,16 - 17,2177,4258,8308,404,15146
7/10/2018,17 - 18,2483,5008,8382,380,16253
7/10/2018,18 - 19,2724,5299,8618,364,17005
7/10/2018,19 - 20,2788,5316,8705,359,17168
7/10/2018,20 - 21,2599,4911,8549,374,16433
7/10/2018,21 - 22,2241,4634,8663,388,15925
7/10/2018,22 - 23,1402,4385,8800,406,14993
7/10/2018,23 - 00,1199,3955,8922,451,14527
8/10/2018,00 - 01,802,3487,9072,514,13875
8/10/2018,01 - 02,761,3203,9143,541,13648
8/10/2018,02 - 03,800,3193,9241,584,13818
8/10/2018,03 - 04,900,3317,9344,635,14196
8/10/2018,04 - 05,1156,3494,9493,678,14821
8/10/2018,05 - 06,1332,4027,9634,741,15734
8/10/2018,06 - 07,1783,4856,9782,866,17287
8/10/2018,07 - 08,2165,5514,10003,963,18645
8/10/2018,08 - 09,2281,5590,10105,1042,19018
8/10/2018,09 - 10,2392,5566,10158,1095,19211
8/10/2018,10 - 11,2350,5541,10220,1226,19336
8/10/2018,11 - 12,2184,5466,10236,1312,19198
8/10/2018,12 - 13,1989,5416,10239,1329,18972
8/10/2018,13 - 14,1939,5264,10213,1351,18767
8/10/2018,14 - 15,1979,5110,10156,1319,18563
8/10/2018,15 - 16,2092,5099,10121,1289,18600
8/10/2018,16 - 17,2062,4873,10086,1270,18291
8/10/2018,17 - 18,2365,4988,9991,1217,18560
8/10/2018,18 - 19,2660,5053,9888,1168,18768
8/10/2018,19 - 20,2547,5117,9797,1133,18594
8/10/2018,20 - 21,2065,4516,9742,1105,17428
8/10/2018,21 - 22,1673,3941,9588,1112,16314
8/10/2018,22 - 23,1322,3450,9542,1085,15399
8/10/2018,23 - 00,1041,2930,9518,1045,14534
9/10/2018,00 - 01,862,2760,9588,1031,14241
9/10/2018,01 - 02,878,2565,9620,1003,14065
9/10/2018,02 - 03,880,2347,9635,967,13828
9/10/2018,03 - 04,870,2299,9651,915,13735
9/10/2018,04 - 05,1137,2427,9659,872,14094
9/10/2018,05 - 06,1310,2920,9668,853,14752
9/10/2018,06 - 07,1981,3977,9691,888,16537
9/10/2018,07 - 08,2109,4589,9789,904,17392
9/10/2018,08 - 09,2404,4751,9868,927,17949
9/10/2018,09 - 10,2448,4792,9917,946,18102
9/10/2018,10 - 11,2385,4838,9925,995,18143
9/10/2018,11 - 12,2511,4871,9986,1020,18388
9/10/2018,12 - 13,2242,4426,10049,1011,17728
9/10/2018,13 - 14,2283,4597,10085,1041,18006
9/10/2018,14 - 15,2069,4697,10094,1043,17903
9/10/2018,15 - 16,2051,4649,10093,1018,17810
9/10/2018,16 - 17,1950,4608,10088,988,17634
9/10/2018,17 - 18,2047,4717,10088,984,17836
9/10/2018,18 - 19,2372,4623,10033,983,18011
9/10/2018,19 - 20,2265,4369,10029,994,17656
9/10/2018,20 - 21,1293,3821,10020,1001,16136
9/10/2018,21 - 22,1142,3375,9970,990,15477
9/10/2018,22 - 23,1085,3133,9935,966,15119
9/10/2018,23 - 00,983,2742,9927,939,14592
10/10/2018,00 - 01,865,2678,9996,931,14470
10/10/2018,01 - 02,832,2557,9945,889,14222
10/10/2018,02 - 03,814,2586,9872,833,14106
10/10/2018,03 - 04,857,2713,9802,784,14155
10/10/2018,04 - 05,1235,2858,9720,732,14545
10/10/2018,05 - 06,1432,3440,9600,695,15166
10/10/2018,06 - 07,2094,4839,9469,667,17069
10/10/2018,07 - 08,2618,5438,9366,652,18073
10/10/2018,08 - 09,2614,5436,9197,596,17843
10/10/2018,09 - 10,2832,5549,9030,511,17921
10/10/2018,10 - 11,2708,5500,8889,459,17556
10/10/2018,11 - 12,2687,5393,8767,396,17243
10/10/2018,12 - 13,2359,5363,8681,354,16757
10/10/2018,13 - 14,2421,5108,8621,325,16475
10/10/2018,14 - 15,2588,5104,8552,314,16558
10/10/2018,15 - 16,2746,5245,8532,304,16826
10/10/2018,16 - 17,2822,5276,8619,305,17022
10/10/2018,17 - 18,2827,5399,8501,336,17064
10/10/2018,18 - 19,3162,5593,8703,361,17819
10/10/2018,19 - 20,2891,5591,8714,394,17591
10/10/2018,20 - 21,2215,4662,8522,403,15802
10/10/2018,21 - 22,1480,4074,8459,444,14457
10/10/2018,22 - 23,1215,3648,8428,492,13783
10/10/2018,23 - 00,822,2898,8366,543,12628
11/10/2018,00 - 01,766,2640,8417,600,12423
11/10/2018,01 - 02,785,2486,8417,652,12340
11/10/2018,02 - 03,751,2320,8441,689,12201
11/10/2018,03 - 04,740,2148,8481,705,12074
11/10/2018,04 - 05,1001,2213,8562,728,12504
11/10/2018,05 - 06,1107,2908,8601,775,13390
11/10/2018,06 - 07,2000,3936,8695,816,15447
11/10/2018,07 - 08,2514,4760,8823,858,16955
11/10/2018,08 - 09,2600,5061,8872,879,17411
11/10/2018,09 - 10,2592,4970,8930,905,17397
11/10/2018,10 - 11,2250,4834,8884,900,16868
11/10/2018,11 - 12,1924,4863,8826,902,16515
11/10/2018,12 - 13,1816,4990,8843,918,16567
11/10/2018,13 - 14,1818,4739,8850,950,16356
11/10/2018,14 - 15,2026,5042,8888,983,16939
11/10/2018,15 - 16,2156,4975,8841,982,16954
11/10/2018,16 - 17,2137,4859,8854,1053,16903
11/10/2018,17 - 18,2206,5100,8977,1085,17368
11/10/2018,18 - 19,2318,5060,9209,1149,17736
11/10/2018,19 - 20,2186,4750,9282,1161,17379
11/10/2018,20 - 21,1769,4564,9337,1181,16852
11/10/2018,21 - 22,1235,4047,9269,1138,15688
11/10/2018,22 - 23,923,3408,9203,1049,14583
11/10/2018,23 - 00,665,2867,9135,1005,13672
12/10/2018,00 - 01,587,2704,9067,986,13345
12/10/2018,01 - 02,595,2654,9411,936,13596
12/10/2018,02 - 03,596,2642,9404,912,13553
12/10/2018,03 - 04,698,2602,9405,877,13581
12/10/2018,04 - 05,914,2572,9419,858,13762
12/10/2018,05 - 06,1181,3398,9495,851,14925
12/10/2018,06 - 07,1921,4504,9686,849,16960
12/10/2018,07 - 08,2315,5198,9772,900,18185
12/10/2018,08 - 09,2404,5311,9738,868,18321
12/10/2018,09 - 10,2530,5116,9386,800,17832
12/10/2018,10 - 11,2628,5201,9252,754,17834
12/10/2018,11 - 12,2588,4947,9198,707,17440
12/10/2018,12 - 13,2562,4541,9195,630,16928
12/10/2018,13 - 14,2406,4239,9140,612,16397
12/10/2018,14 - 15,2353,4148,9317,578,16395
12/10/2018,15 - 16,2340,4169,9380,567,16456
12/10/2018,16 - 17,2423,4324,9259,603,16609
12/10/2018,17 - 18,2513,4558,9354,651,17076
12/10/2018,18 - 19,2562,5007,9721,660,17950
12/10/2018,19 - 20,2252,4627,9826,687,17393
12/10/2018,20 - 21,2084,3896,9873,700,16553
12/10/2018,21 - 22,1196,3715,9866,671,15449
12/10/2018,22 - 23,997,3253,10015,660,14924
12/10/2018,23 - 00,592,2792,10005,635,14024
13-10-2018,00 - 01,509,2563,10139,675,13887
13-10-2018,01 - 02,493,2479,10203,677,13852
13-10-2018,02 - 03,512,2580,10246,672,14009
13-10-2018,03 - 04,540,2639,10309,674,14161
13-10-2018,04 - 05,565,2736,10364,682,14347
13-10-2018,05 - 06,572,2812,10427,697,14507
13-10-2018,06 - 07,615,3144,10475,717,14950
13-10-2018,07 - 08,754,3300,10577,758,15388
13-10-2018,08 - 09,792,3513,10531,748,15584
13-10-2018,09 - 10,851,3949,10472,695,15967
13-10-2018,10 - 11,954,4277,10451,636,16318
13-10-2018,11 - 12,1008,4227,10397,612,16245
13-10-2018,12 - 13,1085,4168,10432,598,16282
13-10-2018,13 - 14,1089,4226,10408,607,16329
13-10-2018,14 - 15,1053,4019,10425,620,16118
13-10-2018,15 - 16,1207,3978,10470,647,16302
13-10-2018,16 - 17,1343,4016,10505,677,16541
13-10-2018,17 - 18,1389,4107,10580,725,16801
13-10-2018,18 - 19,1446,4050,10647,786,16929
13-10-2018,19 - 20,1428,3888,10737,842,16895
13-10-2018,20 - 21,1245,3692,10802,882,16621
13-10-2018,21 - 22,1010,3412,10841,913,16176
13-10-2018,22 - 23,877,3144,10710,917,15647
13-10-2018,23 - 00,756,3050,10679,909,15394
14-10-2018,00 - 01,664,2868,10692,897,15120
14-10-2018,01 - 02,687,2818,10691,882,15077
14-10-2018,02 - 03,704,2739,10721,858,15023
14-10-2018,03 - 04,715,2769,10760,841,15085
14-10-2018,04 - 05,731,2784,10812,810,15136
14-10-2018,05 - 06,727,2797,10794,809,15126
14-10-2018,06 - 07,745,2803,10781,822,15150
14-10-2018,07 - 08,795,2969,10814,869,15447
14-10-2018,08 - 09,771,2970,10781,869,15391
14-10-2018,09 - 10,773,3035,10698,857,15362
14-10-2018,10 - 11,824,3290,10627,830,15571
14-10-2018,11 - 12,827,3217,10525,850,15418
14-10-2018,12 - 13,794,3073,10493,871,15232
14-10-2018,13 - 14,823,3079,10506,889,15297
14-10-2018,14 - 15,853,3111,10532,919,15415
14-10-2018,15 - 16,833,3292,10570,927,15622
14-10-2018,16 - 17,973,3425,10607,933,15938
14-10-2018,17 - 18,1319,3987,10693,959,16958
14-10-2018,18 - 19,1647,4066,10696,1010,17418
14-10-2018,19 - 20,1609,3976,10805,1042,17432
14-10-2018,20 - 21,1591,3900,10865,1088,17443
14-10-2018,21 - 22,1541,3605,10913,1087,17146
14-10-2018,22 - 23,1098,3349,10894,1081,16422
14-10-2018,23 - 00,889,2917,10883,1041,15729
15-10-2018,00 - 01,788,2676,10780,922,15166
15-10-2018,01 - 02,775,2663,10741,860,15039
15-10-2018,02 - 03,823,2560,10703,805,14892
15-10-2018,03 - 04,838,2422,10642,764,14665
15-10-2018,04 - 05,963,2464,10654,745,14826
15-10-2018,05 - 06,1078,3093,10705,747,15623
15-10-2018,06 - 07,1568,4131,10690,770,17157
15-10-2018,07 - 08,1960,5065,10674,806,18505
15-10-2018,08 - 09,2303,4956,10611,780,18648
15-10-2018,09 - 10,2465,4917,10457,733,18571
15-10-2018,10 - 11,2671,4885,10413,628,18597
15-10-2018,11 - 12,2615,4809,10383,610,18417
15-10-2018,12 - 13,2530,4739,10263,548,18080
15-10-2018,13 - 14,2533,4807,10200,516,18057
15-10-2018,14 - 15,2557,4881,10185,536,18159
15-10-2018,15 - 16,2531,4835,10238,560,18164
15-10-2018,16 - 17,2472,4841,10251,578,18142
15-10-2018,17 - 18,2494,4812,10256,638,18199
15-10-2018,18 - 19,2572,5030,10300,678,18580
15-10-2018,19 - 20,2550,4937,10352,712,18550
15-10-2018,20 - 21,2150,4383,10344,728,17606
15-10-2018,21 - 22,1645,4057,10172,682,16556
15-10-2018,22 - 23,1567,3675,10073,648,15962
15-10-2018,23 - 00,1277,3194,9942,613,15026
16-10-2018,00 - 01,753,2851,9808,590,14001
16-10-2018,01 - 02,634,2738,9716,520,13608
16-10-2018,02 - 03,625,2840,9643,448,13555
16-10-2018,03 - 04,750,2953,9602,389,13695
16-10-2018,04 - 05,987,3164,9596,345,14093
16-10-2018,05 - 06,1335,3824,9596,316,15071
16-10-2018,06 - 07,2191,4735,9647,317,16890
16-10-2018,07 - 08,2753,5259,9695,328,18034
16-10-2018,08 - 09,2795,5279,9702,394,18170
16-10-2018,09 - 10,2878,5148,9681,377,18083
16-10-2018,10 - 11,3048,5001,9669,376,18094
16-10-2018,11 - 12,3142,4997,9626,371,18136
16-10-2018,12 - 13,3091,4997,9596,379,18063
16-10-2018,13 - 14,3068,4855,9630,382,17935
16-10-2018,14 - 15,2711,4780,9628,387,17505
16-10-2018,15 - 16,2880,4971,9634,382,17867
16-10-2018,16 - 17,2988,4903,9649,382,17921
16-10-2018,17 - 18,3134,5060,9694,377,18266
16-10-2018,18 - 19,3116,5276,9810,365,18567
16-10-2018,19 - 20,2948,5361,9849,387,18545
16-10-2018,20 - 21,2444,5055,9795,389,17682
16-10-2018,21 - 22,1998,4820,9747,383,16948
16-10-2018,22 - 23,1598,4481,9713,349,16140
16-10-2018,23 - 00,1161,3801,9687,342,14991
17-10-2018,00 - 01,957,3222,9736,379,14295
17-10-2018,01 - 02,887,3035,9757,371,14050
17-10-2018,02 - 03,732,2937,9795,357,13822
17-10-2018,03 - 04,871,3011,9839,345,14066
17-10-2018,04 - 05,1268,3148,9859,345,14621
17-10-2018,05 - 06,1626,3757,9919,346,15648
17-10-2018,06 - 07,2106,4520,10005,356,16988
17-10-2018,07 - 08,2653,5061,10128,366,18208
17-10-2018,08 - 09,2512,5287,10215,383,18396
17-10-2018,09 - 10,2512,5208,10230,390,18340
17-10-2018,10 - 11,2264,5095,10201,392,17952
17-10-2018,11 - 12,2249,5102,10184,393,17928
17-10-2018,12 - 13,2423,5075,10159,383,18039
17-10-2018,13 - 14,2314,4885,10136,375,17709
17-10-2018,14 - 15,2281,4761,10152,373,17566
17-10-2018,15 - 16,2355,4703,10141,382,17581
17-10-2018,16 - 17,2369,4620,10150,394,17533
17-10-2018,17 - 18,2399,4921,10170,417,17906
17-10-2018,18 - 19,2443,5165,10195,456,18258
17-10-2018,19 - 20,2265,5209,10241,473,18188
17-10-2018,20 - 21,2005,4656,10198,481,17339
17-10-2018,21 - 22,1553,4462,10157,459,16632
17-10-2018,22 - 23,1394,4014,10084,431,15923
17-10-2018,23 - 00,1121,3582,10063,416,15182
18-10-2018,00 - 01,797,3276,10078,420,14572
18-10-2018,01 - 02,811,2895,10039,409,14155
18-10-2018,02 - 03,819,2905,9928,401,14053
18-10-2018,03 - 04,966,2906,9787,395,14053
18-10-2018,04 - 05,1258,3161,9620,381,14420
18-10-2018,05 - 06,1865,3981,9595,390,15831
18-10-2018,06 - 07,2239,5231,9626,464,17561
18-10-2018,07 - 08,2657,5943,9711,499,18809
18-10-2018,08 - 09,2716,6095,9619,531,18961
18-10-2018,09 - 10,2693,5934,9563,541,18731
18-10-2018,10 - 11,2710,6023,9504,571,18808
18-10-2018,11 - 12,2592,5896,9517,581,18587
18-10-2018,12 - 13,2485,5898,9474,590,18448
18-10-2018,13 - 14,2384,5761,9452,605,18202
18-10-2018,14 - 15,2407,5747,9404,641,18199
18-10-2018,15 - 16,2628,5749,9387,644,18408
18-10-2018,16 - 17,2368,5857,9378,627,18230
18-10-2018,17 - 18,2490,6160,9407,652,18708
18-10-2018,18 - 19,2765,6284,9489,683,19221
18-10-2018,19 - 20,2447,6188,9574,678,18887
18-10-2018,20 - 21,2229,5674,9606,665,18173
18-10-2018,21 - 22,2232,5294,9528,601,17655
